Id,Bound
1061,1
1062,1
1063,1
1064,0
1065,1
1066,1
1067,0
1068,0
1069,0
1070,0
1071,1
1072,0
1073,1
1074,1
1075,1
1076,0
1077,0
1078,1
1079,0
1080,1
1081,0
1082,0
1083,0
1084,0
1085,1
1086,0
1087,1
1088,0
1089,0
1090,1
1091,1
1092,0
1093,1
1094,0
1095,1
1096,0
1097,1
1098,1
1099,0
1100,0
1101,1
1102,0
1103,1
1104,1
1105,1
1106,1
1107,0
1108,0
1109,1
1110,0
1111,1
1112,1
1113,0
1114,0
1115,1
1116,1
1117,0
1118,0
1119,1
1120,0
1121,1
1122,1
1123,1
1124,1
1125,0
1126,0
1127,1
1128,0
1129,0
1130,1
1131,0
1132,0
1133,1
1134,0
1135,1
1136,0
1137,0
1138,0
1139,1
1140,1
1141,0
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,0
1150,1
1151,0
1152,1
1153,1
1154,0
1155,0
1156,1
1157,0
1158,1
1159,1
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,1
1167,1
1168,1
1169,0
1170,0
1171,1
1172,1
1173,1
1174,1
1175,0
1176,0
1177,1
1178,1
1179,0
1180,0
1181,1
1182,1
1183,1
1184,0
1185,0
1186,1
1187,0
1188,1
1189,0
1190,1
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,0
1198,1
1199,0
1200,1
1201,0
1202,0
1203,0
1204,0
1205,0
1206,1
1207,0
1208,0
1209,1
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,1
1217,1
1218,1
1219,0
1220,0
1221,1
1222,0
1223,0
1224,1
1225,0
1226,0
1227,1
1228,1
1229,1
1230,0
1231,0
1232,1
1233,0
1234,1
1235,0
1236,0
1237,1
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,1
1245,0
1246,1
1247,1
1248,0
1249,1
1250,1
1251,1
1252,1
1253,1
1254,0
1255,1
1256,0
1257,0
1258,1
1259,1
1260,1
1261,0
1262,0
1263,0
1264,0
1265,1
1266,0
1267,1
1268,0
1269,1
1270,0
1271,0
1272,0
1273,1
1274,1
1275,1
1276,0
1277,0
1278,1
1279,0
1280,1
1281,1
1282,1
1283,1
1284,0
1285,1
1286,0
1287,0
1288,0
1289,0
1290,1
1291,1
1292,0
1293,0
1294,1
1295,0
1296,0
1297,1
1298,0
1299,0
1300,1
1301,0
1302,0
1303,0
1304,0
1305,0
1306,1
1307,0
1308,0
1309,1
1310,1
1311,0
1312,0
1313,0
1314,1
1315,1
1316,0
1317,0
1318,1
1319,0
1320,0
1321,1
1322,1
1323,1
1324,0
1325,0
1326,1
1327,1
1328,0
1329,1
1330,1
1331,1
1332,1
1333,1
1334,0
1335,1
1336,0
1337,0
1338,0
1339,0
1340,1
1341,1
1342,0
1343,1
1344,0
1345,0
1346,0
1347,0
1348,1
1349,0
1350,0
1351,0
1352,1
1353,0
1354,1
1355,1
1356,0
1357,1
1358,1
1359,1
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,1
1367,1
1368,0
1369,0
1370,0
1371,0
1372,1
1373,1
1374,0
1375,0
1376,0
1377,0
1378,1
1379,1
1380,0
1381,0
1382,1
1383,0
1384,0
1385,0
1386,1
1387,1
1388,0
1389,1
1390,1
1391,1
1392,0
1393,0
1394,0
1395,0
1396,1
1397,0
1398,0
1399,1
1400,1
1401,0
1402,1
1403,1
1404,1
1405,1
1406,0
1407,0
1408,1
1409,0
1410,1
1411,0
1412,0
1413,0
1414,1
1415,1
1416,1
1417,1
1418,0
1419,1
1420,0
1421,1
1422,1
1423,1
1424,0
1425,0
1426,1
1427,1
1428,1
1429,1
1430,0
1431,1
1432,0
1433,1
1434,1
1435,0
1436,1
1437,0
1438,0
1439,1
1440,1
1441,1
1442,1
1443,0
1444,1
1445,0
1446,1
1447,1
1448,1
1449,1
1450,0
1451,0
1452,0
1453,0
1454,1
1455,1
1456,0
1457,1
1458,1
1459,0
1460,0
1461,1
1462,1
1463,1
1464,0
1465,0
1466,1
1467,1
1468,0
1469,1
1470,1
1471,0
1472,0
1473,1
1474,1
1475,1
1476,1
1477,0
1478,0
1479,1
1480,1
1481,0
1482,0
1483,0
1484,1
1485,1
1486,0
1487,0
1488,1
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,1
1497,1
1498,0
1499,0
1500,0
1501,0
1502,1
1503,0
1504,0
1505,1
1506,1
1507,1
1508,0
1509,0
1510,1
1511,1
1512,0
1513,0
1514,0
1515,1
1516,0
1517,0
1518,0
1519,1
1520,0
1521,1
1522,0
1523,0
1524,1
1525,1
1526,0
1527,0
1528,0
1529,1
1530,0
1531,0
1532,1
1533,1
1534,0
1535,0
1536,0
1537,1
1538,1
1539,1
1540,0
1541,0
1542,1
1543,0
1544,1
1545,0
1546,0
1547,0
1548,1
1549,0
1550,0
1551,0
1552,1
1553,1
1554,0
1555,0
1556,1
1557,0
1558,0
1559,0
1560,1
1561,1
1562,1
1563,0
1564,1
1565,1
1566,1
1567,0
1568,0
1569,1
1570,0
1571,1
1572,1
1573,1
1574,0
1575,0
1576,0
1577,1
1578,0
1579,0
1580,0
1581,1
1582,1
1583,1
1584,1
1585,0
1586,1
1587,1
1588,0
1589,1
1590,0
1591,1
1592,1
1593,0
1594,1
1595,0
1596,0
1597,0
1598,0
1599,1
1600,0
1601,0
1602,1
1603,0
1604,1
1605,1
1606,0
1607,1
1608,1
1609,0
1610,1
1611,0
1612,1
1613,0
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,0
1622,1
1623,1
1624,0
1625,0
1626,0
1627,0
1628,1
1629,0
1630,1
1631,1
1632,0
1633,0
1634,0
1635,0
1636,0
1637,1
1638,1
1639,0
1640,1
1641,1
1642,0
1643,1
1644,1
1645,1
1646,1
1647,0
1648,0
1649,0
1650,1
1651,1
1652,0
1653,0
1654,1
1655,1
1656,0
1657,1
1658,1
1659,0
1660,0
1661,1
1662,0
1663,1
1664,0
1665,0
1666,0
1667,1
1668,1
1669,0
1670,0
1671,1
1672,1
1673,0
1674,1
1675,1
1676,1
1677,0
1678,1
1679,0
1680,1
1681,0
1682,0
1683,0
1684,0
1685,1
1686,1
1687,1
1688,0
1689,1
1690,1
1691,1
1692,1
1693,1
1694,1
1695,0
1696,1
1697,1
1698,1
1699,0
1700,1
1701,1
1702,0
1703,1
1704,1
1705,1
1706,1
1707,1
1708,1
1709,0
1710,0
1711,1
1712,0
1713,1
1714,0
1715,0
1716,1
1717,0
1718,0
1719,1
1720,0
1721,1
1722,1
1723,1
1724,0
1725,1
1726,0
1727,1
1728,0
1729,1
1730,1
1731,0
1732,0
1733,0
1734,0
1735,0
1736,1
1737,1
1738,0
1739,1
1740,1
1741,0
1742,1
1743,1
1744,1
1745,0
1746,0
1747,1
1748,0
1749,1
1750,0
1751,0
1752,1
1753,0
1754,0
1755,1
1756,1
1757,1
1758,0
1759,1
1760,0
1761,1
1762,0
1763,1
1764,1
1765,0
1766,1
1767,0
1768,0
1769,1
1770,0
1771,0
1772,1
1773,1
1774,0
1775,1
1776,0
1777,1
1778,0
1779,1
1780,1
1781,0
1782,1
1783,0
1784,1
1785,1
1786,0
1787,1
1788,0
1789,0
1790,1
1791,1
1792,0
1793,0
1794,0
1795,0
1796,1
1797,1
1798,1
1799,0
1800,0
1801,0
1802,1
1803,0
1804,1
1805,1
1806,1
1807,1
1808,1
1809,0
1810,1
1811,0
1812,1
1813,1
1814,1
1815,0
1816,0
1817,0
1818,1
1819,1
1820,1
1821,1
1822,0
1823,1
1824,0
1825,1
1826,0
1827,0
1828,1
1829,0
1830,1
1831,0
1832,1
1833,0
1834,0
1835,1
1836,1
1837,0
1838,0
1839,0
1840,1
1841,1
1842,1
1843,1
1844,1
1845,0
1846,0
1847,0
1848,1
1849,1
1850,1
1851,0
1852,1
1853,1
1854,0
1855,0
1856,1
1857,0
1858,0
1859,1
1860,1
1861,1
1862,0
1863,1
1864,1
1865,0
1866,0
1867,0
1868,1
1869,1
1870,1
1871,1
1872,1
1873,1
1874,0
1875,1
1876,1
1877,0
1878,0
1879,1
1880,0
1881,1
1882,0
1883,0
1884,1
1885,0
1886,1
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,1
1896,1
1897,1
1898,0
1899,0
1900,1
1901,0
1902,0
1903,1
1904,1
1905,1
1906,0
1907,0
1908,1
1909,0
1910,0
1911,1
1912,1
1913,0
1914,1
1915,1
1916,0
1917,0
1918,1
1919,1
1920,1
1921,1
1922,0
1923,0
1924,0
1925,0
1926,1
1927,0
1928,0
1929,1
1930,1
1931,0
1932,0
1933,0
1934,1
1935,0
1936,1
1937,1
1938,0
1939,1
1940,1
1941,0
1942,0
1943,1
1944,1
1945,1
1946,1
1947,0
1948,1
1949,0
1950,1
1951,1
1952,0
1953,0
1954,1
1955,0
1956,1
1957,1
1958,0
1959,1
1960,1
1961,1
1962,1
1963,0
1964,0
1965,1
1966,0
1967,1
1968,0
1969,0
1970,0
1971,0
1972,1
1973,0
1974,0
1975,1
1976,1
1977,1
1978,1
1979,0
1980,1
1981,1
1982,1
1983,0
1984,1
1985,0
1986,0
1987,0
1988,1
1989,1
1990,1
1991,0
1992,1
1993,0
1994,0
1995,0
1996,1
1997,0
1998,1
1999,0
2000,0
2001,1
2002,1
2003,1
2004,1
2005,0
2006,0
2007,1
2008,1
2009,1
2010,0
2011,0
2012,0
2013,1
2014,1
2015,0
2016,0
2017,0
2018,1
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,1
2027,0
2028,1
2029,0
2030,0
2031,1
2032,0
2033,1
2034,1
2035,1
2036,1
2037,1
2038,0
2039,1
2040,1
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,1
2055,0
2056,0
2057,1
2058,0
2059,0
2060,0
2061,0
2062,1
2063,0
2064,0
2065,1
2066,0
2067,1
2068,0
2069,0
2070,0
2071,1
2072,0
2073,0
2074,0
2075,0
2076,1
2077,1
2078,0
2079,0
2080,1
2081,0
2082,1
2083,1
2084,1
2085,1
2086,0
2087,0
2088,0
2089,0
2090,0
2091,1
2092,0
2093,1
2094,0
2095,1
2096,0
2097,0
2098,0
2099,1
2100,0
2101,1
2102,0
2103,0
2104,0
2105,1
2106,1
2107,1
2108,0
2109,1
2110,1
2111,1
2112,1
2113,1
2114,1
2115,0
2116,1
2117,0
2118,0
2119,1
2120,1
2121,1
2122,1
2123,1
2124,0
2125,0
2126,0
2127,0
2128,0
2129,1
2130,0
2131,0
2132,1
2133,0
2134,0
2135,0
2136,1
2137,1
2138,0
2139,1
2140,0
2141,1
2142,0
2143,0
2144,0
2145,1
2146,1
2147,0
2148,0
2149,1
2150,1
2151,1
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,0
2159,1
2160,0
2161,1
2162,0
2163,0
2164,0
2165,1
2166,0
2167,0
2168,1
2169,0
2170,1
2171,0
2172,0
2173,1
2174,1
2175,0
2176,0
2177,1
2178,1
2179,1
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,1
2187,1
2188,1
2189,0
2190,1
2191,0
2192,1
2193,0
2194,0
2195,0
2196,0
2197,0
2198,0
2199,0
2200,1
2201,0
2202,1
2203,0
2204,1
2205,0
2206,0
2207,0
2208,0
2209,0
2210,1
2211,0
2212,1
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
2220,0
2221,1
2222,0
2223,0
2224,1
2225,1
2226,1
2227,0
2228,1
2229,1
2230,0
2231,0
2232,0
2233,1
2234,1
2235,0
2236,0
2237,0
2238,0
2239,1
2240,0
2241,1
2242,1
2243,0
2244,1
2245,0
2246,1
2247,1
2248,0
2249,0
2250,0
2251,1
2252,1
2253,0
2254,1
2255,0
2256,0
2257,0
2258,0
2259,1
2260,1
2261,1
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,0
2269,1
2270,0
2271,1
2272,1
2273,0
2274,0
2275,1
2276,0
2277,1
2278,0
2279,0
2280,0
2281,0
2282,1
2283,1
2284,0
2285,0
2286,0
2287,0
2288,1
2289,0
2290,1
2291,0
2292,0
2293,1
2294,0
2295,0
2296,0
2297,0
2298,1
2299,1
2300,1
2301,0
2302,0
2303,1
2304,1
2305,1
2306,1
2307,0
2308,1
2309,0
2310,0
2311,0
2312,0
2313,1
2314,1
2315,0
2316,0
2317,1
2318,1
2319,0
2320,0
2321,1
2322,1
2323,0
2324,1
2325,0
2326,0
2327,0
2328,0
2329,1
2330,0
2331,0
2332,0
2333,0
2334,1
2335,0
2336,0
2337,1
2338,1
2339,0
2340,0
2341,0
2342,1
2343,1
2344,0
2345,0
2346,1
2347,0
2348,0
2349,0
2350,1
2351,1
2352,0
2353,1
2354,0
2355,1
2356,1
2357,0
2358,0
2359,1
2360,0
2361,1
2362,0
2363,0
2364,1
2365,0
2366,0
2367,0
2368,0
2369,0
2370,0
2371,1
2372,0
2373,1
2374,0
2375,0
2376,1
2377,0
2378,1
2379,1
2380,0
2381,0
2382,0
2383,1
2384,1
2385,1
2386,1
2387,1
2388,1
2389,1
2390,0
2391,0
2392,0
2393,0
2394,1
2395,0
2396,1
2397,0
2398,0
2399,0
2400,0
2401,1
2402,0
2403,0
2404,0
2405,0
2406,1
2407,0
2408,1
2409,0
2410,1
2411,1
2412,0
2413,0
2414,0
2415,1
2416,1
2417,1
2418,1
2419,1
2420,1
2421,0
2422,0
2423,1
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,1
2432,1
2433,0
2434,1
2435,0
2436,0
2437,0
2438,1
2439,0
2440,0
2441,1
2442,1
2443,1
2444,1
2445,1
2446,1
2447,0
2448,1
2449,0
2450,0
2451,1
2452,0
2453,0
2454,1
2455,0
2456,0
2457,1
2458,0
2459,0
2460,0
2461,0
2462,0
2463,1
2464,1
2465,0
2466,1
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,1
2475,0
2476,0
2477,1
2478,0
2479,0
2480,0
2481,1
2482,0
2483,0
2484,0
2485,1
2486,1
2487,1
2488,1
2489,1
2490,1
2491,1
2492,0
2493,0
2494,1
2495,1
2496,1
2497,1
2498,0
2499,0
2500,0
2501,1
2502,1
2503,1
2504,1
2505,1
2506,0
2507,1
2508,1
2509,1
2510,1
2511,1
2512,0
2513,0
2514,0
2515,1
2516,0
2517,1
2518,1
2519,0
2520,0
2521,0
2522,1
2523,0
2524,0
2525,0
2526,0
2527,0
2528,0
2529,1
2530,0
2531,0
2532,1
2533,0
2534,1
2535,0
2536,0
2537,1
2538,1
2539,0
2540,1
2541,0
2542,1
2543,0
2544,0
2545,0
2546,0
2547,0
2548,1
2549,0
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,1
2557,0
2558,0
2559,1
2560,1
2561,1
2562,0
2563,1
2564,0
2565,0
2566,1
2567,0
2568,1
2569,0
2570,1
2571,0
2572,0
2573,1
2574,0
2575,0
2576,0
2577,0
2578,1
2579,1
2580,0
2581,0
2582,0
2583,0
2584,1
2585,0
2586,0
2587,1
2588,1
2589,0
2590,0
2591,1
2592,0
2593,0
2594,0
2595,1
2596,1
2597,0
2598,0
2599,0
2600,1
2601,0
2602,0
2603,0
2604,0
2605,1
2606,0
2607,1
2608,0
2609,0
2610,0
2611,1
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,1
2622,0
2623,0
2624,0
2625,0
2626,0
2627,1
2628,1
2629,0
2630,1
2631,1
2632,1
2633,1
2634,0
2635,1
2636,1
2637,0
2638,1
2639,1
2640,1
2641,1
2642,0
2643,0
2644,0
2645,1
2646,0
2647,0
2648,1
2649,0
2650,0
2651,0
2652,1
2653,0
2654,1
2655,0
2656,1
2657,0
2658,1
2659,1
2660,1
2661,1
2662,0
2663,0
2664,1
2665,0
2666,1
2667,1
2668,1
2669,1
2670,1
2671,0
2672,0
2673,1
2674,0
2675,0
2676,0
2677,0
2678,1
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,1
2688,0
2689,0
2690,0
2691,0
2692,1
2693,1
2694,1
2695,0
2696,0
2697,0
2698,0
2699,1
2700,0
2701,1
2702,1
2703,0
2704,1
2705,0
2706,1
2707,0
2708,0
2709,0
2710,0
2711,0
2712,1
2713,0
2714,0
2715,1
2716,0
2717,0
2718,1
2719,0
2720,0
2721,0
2722,1
2723,0
2724,0
2725,1
2726,0
2727,1
2728,0
2729,1
2730,0
2731,0
2732,1
2733,0
2734,0
2735,0
2736,1
2737,1
2738,1
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,1
2746,0
2747,0
2748,0
2749,1
2750,0
2751,0
2752,1
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,1
2761,0
2762,1
2763,1
2764,0
2765,1
2766,0
2767,0
2768,1
2769,0
2770,0
2771,1
2772,0
2773,1
2774,0
2775,0
2776,0
2777,0
2778,1
2779,0
2780,1
2781,0
2782,0
2783,0
2784,0
2785,1
2786,0
2787,0
2788,0
2789,0
2790,0
2791,1
2792,1
2793,0
2794,1
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
2801,1
2802,1
2803,0
2804,0
2805,1
2806,0
2807,0
2808,0
2809,1
2810,0
2811,1
2812,0
2813,0
2814,1
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,1
2823,0
2824,0
2825,0
2826,0
2827,1
2828,0
2829,0
2830,1
2831,1
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,1
2839,0
2840,0
2841,1
2842,1
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,1
2851,0
2852,0
2853,1
2854,1
2855,0
2856,1
2857,0
2858,0
2859,1
2860,1
2861,1
2862,0
2863,0
2864,1
2865,0
2866,0
2867,1
2868,0
2869,0
2870,0
2871,1
2872,0
2873,1
2874,1
2875,0
2876,0
2877,1
2878,1
2879,1
2880,0
2881,1
2882,0
2883,0
2884,0
2885,1
2886,0
2887,1
2888,0
2889,1
2890,0
2891,0
2892,1
2893,0
2894,1
2895,1
2896,1
2897,0
2898,0
2899,0
2900,1
2901,0
2902,0
2903,0
2904,1
2905,0
2906,0
2907,0
2908,0
2909,0
2910,1
2911,0
2912,0
2913,0
2914,0
2915,1
2916,0
2917,1
2918,1
2919,0
2920,0
2921,0
2922,1
2923,1
2924,1
2925,1
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,1
2934,0
2935,0
2936,0
2937,0
2938,1
2939,0
2940,0
2941,0
2942,1
2943,1
2944,0
2945,0
2946,1
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,1
2955,0
2956,1
2957,0
2958,0
2959,1
2960,0
2961,0
2962,0
2963,1
2964,1
2965,1
2966,1
2967,0
2968,0
2969,0
2970,0
2971,0
2972,1
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,1
2989,0
2990,0
2991,1
2992,1
2993,0
2994,0
2995,0
2996,1
